Date,MonthNo,MonthName,MonthID,Month,Quarter,Year,RunningMonths,Running Year,Running Months,Rolling Period,Rolling Period Sort,MonthIndex,Months
2000-07-14 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-15 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-16 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-17 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-18 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-19 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-20 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-21 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-22 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-23 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-24 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-25 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-26 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-27 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-28 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-29 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-30 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2000-07-31 00:00:00.000,7,"Jul",200007,"Jul-00","Q3",2000,174,15,"","",,19,"Jul"
2001-07-01 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-02 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-03 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-04 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-05 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-06 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-07 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-08 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-09 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-10 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-11 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-12 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-13 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-14 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-15 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-16 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-17 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-18 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-19 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-20 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-21 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-22 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-23 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-24 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-25 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-26 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-27 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-28 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-29 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-30 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2001-07-31 00:00:00.000,7,"Jul",200107,"Jul-01","Q3",2001,162,14,"","",,31,"Jul"
2002-07-01 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-02 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-03 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-04 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-05 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-06 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-07 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-08 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-09 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-10 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-11 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-12 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-13 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-14 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-15 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-16 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-17 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-18 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-19 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-20 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-21 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-22 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-23 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-24 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-25 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-26 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-27 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-28 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-29 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-30 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2002-07-31 00:00:00.000,7,"Jul",200207,"Jul-02","Q3",2002,150,13,"","",,43,"Jul"
2003-07-01 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-02 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-03 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-04 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-05 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-06 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-07 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-08 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-09 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-10 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-11 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-12 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-13 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-14 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-15 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-16 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-17 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-18 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-19 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-20 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-21 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-22 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-23 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-24 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-25 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-26 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-27 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-28 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-29 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-30 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2003-07-31 00:00:00.000,7,"Jul",200307,"Jul-03","Q3",2003,138,12,"","",,55,"Jul"
2004-07-01 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-02 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-03 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-04 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-05 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-06 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-07 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-08 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-09 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-10 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-11 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-12 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-13 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-14 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-15 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-16 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-17 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-18 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-19 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-20 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-21 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-22 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-23 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-24 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-25 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-26 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-27 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-28 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-29 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-30 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2004-07-31 00:00:00.000,7,"Jul",200407,"Jul-04","Q3",2004,126,11,"","",,67,"Jul"
2005-07-01 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-02 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-03 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-04 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-05 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-06 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-07 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-08 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-09 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-10 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-11 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-12 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-13 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-14 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-15 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-16 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-17 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-18 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-19 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-20 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-21 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-22 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-23 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-24 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-25 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-26 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-27 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-28 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-29 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-30 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2005-07-31 00:00:00.000,7,"Jul",200507,"Jul-05","Q3",2005,114,10,"","",,79,"Jul"
2006-07-01 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-02 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-03 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-04 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-05 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-06 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-07 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-08 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-09 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-10 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-11 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-12 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-13 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-14 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-15 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-16 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-17 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-18 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-19 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-20 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-21 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-22 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-23 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-24 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-25 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-26 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-27 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-28 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-29 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-30 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2006-07-31 00:00:00.000,7,"Jul",200607,"Jul-06","Q3",2006,102,9,"","",,91,"Jul"
2007-07-01 00:00:00.000,7,"Jul",200707,"Jul-07","Q3",2007,90,8,"","",,103,"Jul"
2007-07-02 00:00:00.000,7,"Jul",200707,"Jul-07","Q3",2007,90,8,"","",,103,"Jul"
2007-07-03 00:00:00.000,7,"Jul",200707,"Jul-07","Q3",2007,90,8,"","",,103,"Jul"
