Manufacturer,Category,Segment,Product,ProductID,isVanArsdel,IsCompeteHide,ManufacturerID,IsCompete
"VanArsdel","Urban","Convenience","Maximus UC-84",619,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-85",620,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-86",621,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-87",622,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-88",623,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-89",624,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-90",625,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-91",626,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-92",627,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-93",628,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-94",629,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-95",630,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-96",631,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-97",632,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-98",633,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-99",634,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-00",635,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-01",636,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-02",637,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-03",638,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-04",639,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-05",640,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-06",641,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-07",642,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-08",643,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-09",644,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-10",645,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-11",646,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-12",647,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-13",648,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-14",649,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-15",650,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-16",651,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-17",652,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-18",653,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-19",654,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-20",655,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-21",656,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-22",657,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-23",658,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-24",659,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-25",660,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-26",661,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-27",662,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-28",663,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-29",664,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-30",665,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-31",666,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-32",667,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-33",668,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-34",669,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-35",670,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-36",671,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-37",672,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-38",673,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-39",674,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-40",675,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-41",676,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-42",677,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-43",678,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-44",679,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-45",680,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-46",681,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-47",682,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-48",683,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-49",684,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-50",685,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-51",686,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-52",687,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-53",688,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-54",689,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-55",690,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-56",691,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-57",692,"Yes","N",7,"No"
"VanArsdel","Urban","Convenience","Maximus UC-58",693,"Yes","N",7,"No"
"Abbas","Urban","Convenience","Abbas UC-01",189,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-02",190,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-03",191,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-04",192,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-05",193,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-06",194,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-07",195,"No","N",1,"No"
"Abbas","Urban","Convenience","Abbas UC-08",196,"No","N",1,"No"
"Fama","Urban","Convenience","Fama UC-01",387,"No","N",5,"No"
"Fama","Urban","Convenience","Fama UC-02",388,"No","N",5,"No"
"Fama","Urban","Convenience","Fama UC-03",389,"No","N",5,"No"
"Fama","Urban","Convenience","Fama UC-04",390,"No","N",5,"No"
"Fama","Urban","Convenience","Fama UC-05",391,"No","N",5,"No"
"Natura","Urban","Convenience","Natura UC-01",938,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-02",939,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-03",940,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-04",941,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-05",942,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-06",943,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-07",944,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-08",945,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-09",946,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-10",947,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-11",948,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-12",949,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-13",950,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-14",951,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-15",952,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-16",953,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-17",954,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-18",955,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-19",956,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-20",957,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-21",958,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-22",959,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-23",960,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-24",961,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-25",962,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-26",963,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-27",964,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-28",965,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-29",966,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-30",967,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-31",968,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-32",969,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-33",970,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-34",971,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-35",972,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-36",973,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-37",974,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-38",975,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-39",976,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-40",977,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-41",978,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-42",979,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-43",980,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-44",981,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-45",982,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-46",983,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-47",984,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-48",985,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-49",986,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-50",987,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-51",988,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-52",989,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-53",990,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-54",991,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-55",992,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-56",993,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-57",994,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-58",995,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-59",996,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-60",997,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-61",998,"No","N",8,"No"
"Natura","Urban","Convenience","Natura UC-62",999,"No","N",8,"No"
"Palma","Urban","Convenience","Palma UC-01",1029,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-02",1030,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-03",1031,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-04",1032,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-05",1033,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-06",1034,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-07",1035,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-08",1036,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-09",1037,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-10",1038,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-11",1039,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-12",1040,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-13",1041,"No","N",9,"No"
"Palma","Urban","Convenience","Palma UC-14",1042,"No","N",9,"No"
"Pirum","Urban","Convenience","Pirum UC-01",1199,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-02",1200,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-03",1201,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-04",1202,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-05",1203,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-06",1204,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-07",1205,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-08",1206,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-09",1207,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-10",1208,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-11",1209,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-12",1210,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-13",1211,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-14",1212,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-15",1213,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-16",1214,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-17",1215,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-18",1216,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-19",1217,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-20",1218,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-21",1219,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-22",1220,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-23",1221,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-24",1222,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-25",1223,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-26",1224,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-27",1225,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-28",1226,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-29",1227,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-30",1228,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-31",1229,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-32",1230,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-33",1231,"No","N",10,"No"
"Pirum","Urban","Convenience","Pirum UC-34",1232,"No","N",10,"No"
"Salvus","Urban","Convenience","Salvus UC-01",1689,"No","N",13,"No"
"Pomum","Urban","Convenience","Pomum UC-01",1795,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-02",1796,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-03",1797,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-04",1798,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-05",1799,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-06",1800,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-07",1801,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-08",1802,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-09",1803,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-10",1804,"No","N",11,"No"
"Pomum","Urban","Convenience","Pomum UC-11",1805,"No","N",11,"No"
"Leo","Urban","Convenience","Leo UC-01",1882,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-02",1883,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-03",1884,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-04",1885,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-05",1886,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-06",1887,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-07",1888,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-08",1889,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-09",1890,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-10",1891,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-11",1892,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-12",1893,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-13",1894,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-14",1895,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-15",1896,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-16",1897,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-17",1898,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-18",1899,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-19",1900,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-20",1901,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-21",1902,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-22",1903,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-23",1904,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-24",1905,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-25",1906,"No","N",6,"No"
"Leo","Urban","Convenience","Leo UC-26",1907,"No","N",6,"No"
"Currus","Urban","Convenience","Currus UC-01",2066,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-02",2067,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-03",2068,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-04",2069,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-05",2070,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-06",2071,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-07",2072,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-08",2073,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-09",2074,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-10",2075,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-11",2076,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-12",2077,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-13",2078,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-14",2079,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-15",2080,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-16",2081,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-17",2082,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-18",2083,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-19",2084,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-20",2085,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-21",2086,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-22",2087,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-23",2088,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-24",2089,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-25",2090,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-26",2091,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-27",2092,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-28",2093,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-29",2094,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-30",2095,"No","N",4,"No"
"Currus","Urban","Convenience","Currus UC-31",2096,"No","N",4,"No"
"Victoria","Urban","Convenience","Victoria UC-01",2171,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-02",2172,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-03",2173,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-04",2174,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-05",2175,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-06",2176,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-07",2177,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-08",2178,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-09",2179,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-10",2180,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-11",2181,"No","N",14,"No"
"Victoria","Urban","Convenience","Victoria UC-12",2182,"No","N",14,"No"
